Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Austria,AUT,..,..,0.4,0.4,0.5,0.3,0.2,0.6,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Bangladesh,BGD,..,27.8,19,..,..,..,..,..,15.6,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Belarus,BLR,..,7.6,0,0,0,0,0,0,0,0,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Belgium,BEL,..,..,0.1,0.1,0.2,0.1,0,0.1,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Benin,BEN,..,..,..,38.5,..,..,..,39.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Bhutan,BTN,..,..,..,..,3.3,..,..,..,..,2.5,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Bolivia,BOL,6.7,24.9,..,6.1,6.9,5.7,5.2,5.3,5.7,4.9,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Bosnia and Herzegovina,BIH,..,..,..,0.1,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Botswana,BWA,..,..,..,..,..,..,..,13.8,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Brazil,BRA,17.6,..,..,4.1,3.4,3.3,2.5,2.9,3.7,4,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Bulgaria,BGR,..,..,1.5,2,1.8,1.8,1.4,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Burkina Faso,BFA,..,..,..,..,..,..,32.2,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Burundi,BDI,..,..,..,..,..,51.5,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Cameroon,CMR,..,..,..,..,..,..,18.7,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Canada,CAN,..,0.2,0.2,..,..,0.3,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Chad,TCD,..,..,..,30.8,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Chile,CHL,7.8,4.4,..,1.6,..,0.9,..,1.3,..,0.7,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,China,CHN,47,..,9.6,7.4,6.2,2.8,2.1,1.4,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Colombia,COL,..,16,6.9,5.9,5.7,5.3,4.8,4.3,4.3,3.8,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Comoros,COM,..,..,..,..,..,15,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Congo, Dem. Rep.",COD,..,..,..,..,57.6,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Congo, Rep.",COG,..,..,..,29.1,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Costa Rica,CRI,9,5.9,1.5,1.6,1.5,1.5,1.4,1.4,1.3,1,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,23.3,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Croatia,HRV,..,..,1.2,0.7,0.8,0.9,0.9,0.6,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Cyprus,CYP,..,..,0,0,0,0,0.1,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Czech Republic,CZE,..,..,0,0,0.1,0,0,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Denmark,DNK,..,..,0,0,0,0.3,0.1,0.2,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Djibouti,DJI,..,..,..,..,16.2,18.1,..,..,..,14.9,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Dominican Republic,DOM,..,4.7,3.1,3.1,3.1,2.6,2.3,1.9,1.7,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Ecuador,ECU,..,22.9,5.1,4.4,4.1,3.1,2.6,3.3,3.3,2.9,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Egypt, Arab Rep.",EGY,9.6,..,4.1,..,3,..,..,3,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,El Salvador,SLV,..,10.4,5.5,4.7,4.1,3.4,3.3,2.4,2.7,2.2,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Estonia,EST,..,..,0.7,0.8,0.6,0.8,0.7,0.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Eswatini,SWZ,..,35.3,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Ethiopia,ETH,..,..,28,..,..,..,..,25.7,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Fiji,FJI,..,..,..,..,..,2.9,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Finland,FIN,..,..,0,0,0,0,0,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,France,FRA,..,..,0,0,0,0,0,0.1,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Gabon,GAB,..,..,..,..,..,..,..,..,..,3.2,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Gambia, The",GMB,..,..,20.8,..,..,..,..,10.8,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Georgia,GEO,..,17.2,10.9,10.2,8.3,6.4,5.2,4.4,4.4,4.9,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Germany,DEU,..,0,0,0,..,0,..,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Ghana,GHA,..,..,..,..,11.1,..,..,..,11.8,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Greece,GRC,..,..,0.9,1.2,1.3,0.9,1.4,1.3,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Guatemala,GTM,..,8.3,..,..,..,..,8.2,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Guinea,GIN,..,..,..,..,28.4,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Guinea-Bissau,GNB,..,..,49.6,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Haiti,HTI,..,..,..,..,20.3,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Honduras,HND,34.7,..,12.2,14.1,16.2,14.2,13.1,13.3,13.1,14,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Hungary,HUN,..,..,0.1,0.1,0.3,0.1,0.6,0.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Iceland,ISL,..,..,0.1,0.1,0,0,0,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,India,IND,..,..,..,19.7,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Indonesia,IDN,41.6,31.1,15.1,13.7,12.6,11.3,10.2,9,8.3,7.1,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Iran, Islamic Rep.",IRN,5.7,..,..,..,..,0.2,0.5,0.5,0.5,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Iraq,IRQ,..,..,..,..,3.9,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Ireland,IRL,..,..,0.5,0.5,0.2,0.6,0.4,0.3,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Israel,ISR,..,..,0.3,..,0.5,..,0.3,..,0.2,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Italy,ITA,..,..,1.1,1.1,1.1,1.3,1.1,1.7,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Jamaica,JAM,5.4,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Jordan,JOR,..,..,0.4,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Kazakhstan,KAZ,..,..,0.3,0.1,0.1,0,0,0.1,0.1,0.1,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Kenya,KEN,..,..,..,..,..,..,..,28.4,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Korea, Rep.",KOR,..,..,0.3,..,0.2,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Kosovo,XKX,..,..,2.8,1.9,1,0.6,1,0.7,0.6,0.6,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Kyrgyz Republic,KGZ,..,32.2,5.7,4,4.7,5.6,3.5,4.7,3.4,3.5,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Lao PDR,LAO,..,..,..,..,20,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Latvia,LVA,..,..,1.5,1,1,1.1,0.7,0.7,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Lebanon,LBN,..,..,..,0,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Lesotho,LSO,..,..,47.6,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Liberia,LBR,..,..,..,..,..,..,30.7,..,31.7,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Lithuania,LTU,..,..,1.6,0.7,0.9,0.8,1.2,0.8,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Luxembourg,LUX,..,..,0,0,0,0.1,0.1,0.2,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Madagascar,MDG,..,..,57.7,..,57.9,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Malawi,MWI,..,..,53.6,..,..,..,..,..,50.8,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Malaysia,MYS,..,..,..,0.2,..,0.1,..,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Malta,MLT,..,..,0.2,0.2,0.1,0,0,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Mauritania,MRT,..,16.5,..,..,..,..,6.6,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Mauritius,MUS,..,..,..,..,0.7,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Mexico,MEX,..,7.8,4.3,..,3.8,..,3.7,..,2.3,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,14.2,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Moldova,MDA,..,28.4,1,0.7,0.6,0.3,0.1,0.2,0.2,0.1,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Mongolia,MNG,..,..,2,1.3,0.8,..,0.6,..,1.2,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Montenegro,MNE,..,..,0.1,0.3,1,0.9,0.1,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Morocco,MAR,4.5,7.4,..,..,..,1.6,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Mozambique,MOZ,..,..,..,..,..,..,46.1,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Myanmar,MMR,..,..,..,..,..,..,..,7.7,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Namibia,NAM,..,..,..,..,..,..,..,11.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Nepal,NPL,..,..,15.8,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Netherlands,NLD,..,..,0,0.1,0,0,0.1,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Nicaragua,NIC,..,..,..,..,..,..,3.4,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Niger,NER,..,..,..,36.6,..,..,33.6,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,North Macedonia,MKD,..,..,9.2,7.2,5.8,4.4,3.9,4.3,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Norway,NOR,..,..,0.1,0,0.1,0.1,0.1,0.1,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Pakistan,PAK,42.8,..,11.9,11.4,..,9.5,..,7.6,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Panama,PAN,..,10.5,3.8,2.9,3.6,2.7,3.1,2.1,2.1,2.2,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Paraguay,PRY,1.3,..,4.8,4.7,3.1,2.1,2.2,2,2,1.4,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Peru,PER,..,13.1,5,4.6,4.3,3.8,3.4,3.4,3.2,3.2,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Philippines,PHL,..,12.6,..,..,10.4,..,..,7.1,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Poland,POL,..,..,0.3,0.3,0.2,0.4,0.4,0.4,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Portugal,PRT,..,..,0.1,0.4,0.6,0.7,0.5,0.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Romania,ROU,..,..,4.3,5.1,5.6,6.1,6.1,4.9,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Russian Federation,RUS,..,2.6,0.1,0.1,0.1,0,0,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Rwanda,RWA,..,57.3,45.3,..,..,41.3,..,..,40.3,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Samoa,WSM,..,..,..,..,..,2,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Sao Tome and Principe,STP,..,24.4,26.8,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Senegal,SEN,..,..,..,29.6,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Serbia,SRB,..,..,..,..,5,6.1,4.9,5.1,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Seychelles,SYC,..,..,..,..,..,0.9,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Sierra Leone,SLE,..,..,..,38,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Slovak Republic,SVK,..,..,0.4,0.3,0.3,0.3,0.6,0.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Slovenia,SVN,..,..,0,0,0,0,0,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Solomon Islands,SLB,..,..,..,..,..,21.4,..,..,..,..,..,..
