Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Chile,CHL,1.1,..,..,..,..,..,..,..,1.08,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,China,CHN,1.1056,1.2426,1.4627,1.4733,1.5467,1.6438,1.6989,1.7855,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Colombia,COL,0.9799,..,1.5676,1.6694,1.74,1.8064,1.8214,1.9379,2.0036,2.0835,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Comoros,COM,0.113,..,..,..,0.1699,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Congo, Dem. Rep.",COD,0.066,..,..,..,..,0.09,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Congo, Rep.",COG,0.276,..,0.095,0.1159,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Costa Rica,CRI,1.26,1.3257,..,..,..,1.1497,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cote d'Ivoire,CIV,0.088,..,0.144,0.1541,..,..,0.2326,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Croatia,HRV,2.1255,2.383,2.8428,2.8956,2.9727,3.017,3.1244,..,2.9962,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cuba,CUB,3.6562,5.9186,6.7507,6.9242,7.2099,7.3341,7.4794,..,..,8.19,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cyprus,CYP,1.564,..,2.1562,2.2484,2.2958,2.4076,2.4993,..,1.9511,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Czech Republic,CZE,2.7,3.4,3.5744,3.6117,3.6483,3.66,..,..,4.314,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Denmark,DNK,2.5,..,3.5791,3.6184,3.6461,3.6395,3.644,3.6743,4.4567,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Djibouti,DJI,0.162,..,0.229,..,..,..,0.2203,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Dominica,DMA,0.46,..,..,..,..,..,..,..,..,1.0825,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Dominican Republic,DOM,1.49,1.8301,..,1.4943,..,..,..,..,..,1.56,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ecuador,ECU,0.9576,1.4519,2.1219,1.6654,..,..,..,2.0734,2.05,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Egypt, Arab Rep.",EGY,0.76,2.118,2.83,..,..,..,0.794,0.81,0.8107,0.7902,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,El Salvador,SLV,0.84,1.211,1.596,..,..,..,..,..,1.569,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Equatorial Guinea,GNQ,0.281,..,..,..,..,..,..,..,..,0.4,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Estonia,EST,3.504,4.3728,3.2422,3.2912,3.278,3.3255,3.3101,3.4152,3.4651,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Eswatini,SWZ,0.108,..,..,0.089,..,..,..,..,0.0796,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ethiopia,ETH,..,0.021,0.022,..,..,..,..,..,..,0.1,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Fiji,FJI,..,..,0.426,..,..,0.8025,..,0.8374,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Finland,FIN,2,2.6,2.9874,2.9856,3.0693,3.1483,3.2073,..,3.808,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,France,FRA,3.1,..,..,3.1561,3.1711,3.1835,3.2117,3.2237,3.2349,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,French Polynesia,PYF,..,1.697,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,0.3611,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Gambia, The",GMB,..,..,0.038,..,..,..,..,0.1077,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Georgia,GEO,4.926,4.731,4.3073,4.4029,4.4392,4.5177,4.8267,5.0976,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Germany,DEU,..,3.3,3.7536,3.8454,3.9152,4.0043,4.0827,4.1383,4.2087,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ghana,GHA,..,..,0.0949,..,..,0.1686,..,..,0.1283,0.18,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Greece,GRC,3.4,4.3,6.0515,6.0786,6.0831,6.0846,6.1082,..,4.592,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Grenada,GRD,0.5,0.5709,..,..,..,..,..,..,..,1.4471,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guatemala,GTM,0.78,..,..,..,..,..,..,..,..,..,0.355,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guinea,GIN,0.134,0.0867,0.1,..,..,..,..,..,0.0788,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guinea-Bissau,GNB,..,..,0.045,0.0626,..,..,..,0.2,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guyana,GUY,0.17,0.4859,0.6898,..,..,..,..,..,..,..,0.799,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Haiti,HTI,0.08,..,..,0.1372,..,..,..,..,..,..,0.2345,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Honduras,HND,0.7,0.5634,..,..,..,0.9999,..,..,0.6086,0.3144,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Hungary,HUN,3.1687,..,2.8894,2.9803,3.1046,3.2259,3.3415,3.1159,3.2312,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iceland,ISL,2.8,3.4522,3.5654,3.457,3.5084,3.5719,3.6317,3.7826,3.8857,3.9701,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,India,IND,..,0.5276,0.6634,0.7394,0.6997,0.7182,0.7256,..,0.7592,0.7776,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Indonesia,IDN,0.144,0.162,0.1391,..,0.3075,0.3118,..,0.274,..,0.3777,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Iran, Islamic Rep.",IRN,..,..,0.89,..,..,..,1.4862,1.14,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iraq,IRQ,0.603,..,0.6416,..,..,..,0.8607,..,0.84,0.8217,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ireland,IRL,..,2.2,..,2.6198,2.6613,2.6414,2.7702,2.7819,2.9536,3.0861,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Isle of Man,IMN,0.577,..,1.449,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Israel,ISR,3.207,3.766,3.4114,3.3427,3.3423,3.5375,3.0844,3.1906,3.2176,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Italy,ITA,..,4.2,..,..,3.8608,3.9371,3.9588,3.9174,4.0323,4.0931,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jamaica,JAM,0.57,..,..,..,0.3541,0.4688,0.3815,0.4175,0.4588,1.3199,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Japan,JPN,1.701,2.0057,2.247,..,2.274,..,2.3414,..,2.4118,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jordan,JOR,..,1.8763,2.2572,..,..,2.2223,2.2312,2.8407,1.4099,2.3436,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kazakhstan,KAZ,3.976,3.292,3.4867,3.5279,3.4684,3.4795,3.2522,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kenya,KEN,0.045,..,0.1724,0.1777,0.1854,0.1937,0.1988,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kiribati,KIR,0.193,..,0.3996,0.1433,..,0.2028,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,2.777,3.4389,..,3.4973,..,3.6922,3.6745,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Rep.",KOR,0.8,1.3,1.9836,2.0378,2.0843,2.1708,2.2168,2.2596,2.3124,2.3661,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kuwait,KWT,0.183,..,2.4245,2.4383,2.4323,2.4825,2.588,2.5789,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kyrgyz Republic,KGZ,3.374,2.823,1.8953,1.927,1.9124,1.9068,1.876,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lao PDR,LAO,0.234,0.2847,0.8306,..,0.1808,0.4525,0.4997,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latvia,LVA,4.6934,3.4118,3.0758,3.0853,3.0952,3.1473,3.1804,3.1736,3.1946,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lebanon,LBN,..,..,2.6707,2.9705,..,2.52,2.3168,2.3478,2.2485,2.271,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lesotho,LSO,0.043,..,0.0676,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Liberia,LBR,..,..,0.0228,..,..,..,..,0.0373,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Libya,LBY,1.071,..,1.9,..,..,..,2.1107,1.95,..,2.1581,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lithuania,LTU,4.027,4.01,3.9138,4.0284,4.1497,4.2205,4.2646,4.2993,4.337,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Luxembourg,LUX,2,2.5,2.7643,2.7486,2.7761,2.7997,2.8564,2.9222,2.9234,3.0266,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Madagascar,MDG,0.12,..,0.1953,0.144,0.1427,..,0.1812,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malawi,MWI,0.022,..,0.019,..,..,..,..,..,0.0157,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malaysia,MYS,0.392,0.6964,1.1731,1.2784,1.3273,..,..,1.5132,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Maldives,MDV,0.07,0.777,1.4403,..,..,..,1.8863,3.1381,1.0379,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mali,MLI,0.051,0.044,0.1019,0.1035,0.1069,..,..,..,0.1393,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malta,MLT,2.259,2.654,3.0738,3.1525,3.2818,3.4641,3.6795,3.826,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Marshall Islands,MHL,..,0.471,0.6107,0.6286,0.4554,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mauritania,MRT,0.063,..,0.1515,..,..,0.068,0.1531,0.1655,..,0.179,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mauritius,MUS,0.811,..,1.2019,1.4468,1.3739,1.6299,1.9321,2.0246,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mexico,MEX,1,1.9259,2.1747,2.0405,2.0497,2.0915,2.1383,2.2513,2.2478,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Micronesia, Fed. Sts.",FSM,..,0.5959,0.177,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Moldova,MDA,3.55,3.18,2.439,2.4673,2.4695,2.5619,2.5389,3.2002,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Monaco,MCO,..,..,..,6.6667,6.7196,6.5789,6.5617,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mongolia,MNG,2.538,..,2.7637,2.8763,3.0549,3.1059,3.1807,3.2426,2.8866,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Montenegro,MNE,..,..,2.0311,2,2.0227,2.1336,2.1794,2.3337,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Morocco,MAR,..,..,0.62,..,..,0.63,0.6104,..,..,0.7273,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mozambique,MOZ,0.012,0.024,0.0473,0.0508,0.0529,0.0549,..,..,..,0.0735,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Myanmar,MMR,0.078,0.302,0.5271,0.5554,0.5851,..,..,..,0.6214,0.864,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Namibia,NAM,..,..,0.374,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nauru,NRU,..,..,1.1,1.3725,..,..,..,1.2389,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nepal,NPL,0.051,..,..,..,0.5036,0.5425,0.5951,..,..,0.6507,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Netherlands,NLD,2.5,3.2,2.9516,3.1245,3.2468,3.3065,3.42,3.4875,3.5067,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,New Zealand,NZL,1.9,..,2.6114,2.6331,2.6788,2.7856,2.8073,3.0003,3.0252,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nicaragua,NIC,0.657,..,0.7388,0.827,0.8759,0.9158,0.9137,..,..,..,1.0056,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Niger,NER,0.018,..,0.019,..,..,0.0513,0.05,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nigeria,NGA,..,0.269,0.1836,..,..,0.3827,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,North Macedonia,MKD,2.168,2.201,2.6759,2.7258,2.7748,2.7962,..,2.8736,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Norway,NOR,..,2.9,4.1167,4.1927,4.2374,4.3084,4.4266,4.394,4.4948,4.6336,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Oman,OMN,0.7952,1.4365,1.9273,1.9547,2.0363,2.0674,2.1841,2.1225,2.0184,1.9697,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Pakistan,PAK,0.462,0.6629,0.8496,0.8748,..,..,0.806,0.9753,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Palau,PLW,..,1.58,1.4146,..,..,..,1.1848,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Panama,PAN,1.1129,1.502,1.4056,1.4971,1.5969,1.5808,..,..,1.5699,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Papua New Guinea,PNG,0.073,0.0494,0.0529,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Paraguay,PRY,0.65,1.17,..,..,1.2859,..,..,..,..,0.2399,1.366,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Peru,PER,1.064,..,0.92,..,1.1164,..,..,..,1.27,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Philippines,PHL,0.119,1.2185,1.275,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Poland,POL,2.1,2.2,2.171,2.1978,2.219,2.2252,2.2899,2.3112,2.3998,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Portugal,PRT,2.8,3.2,3.8181,3.9579,4.0752,4.2322,4.3964,..,3.3356,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Qatar,QAT,1.5,..,3.8877,..,..,..,1.7971,..,2.7831,0.0008,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Romania,ROU,1.802,1.889,2.4842,2.5207,2.5959,2.6324,..,..,2.2586,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Russian Federation,RUS,4.07,..,2.3984,4.2426,4.0276,4.0153,4.1531,3.9632,4.0139,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Rwanda,RWA,..,..,0.055,..,..,0.0998,0.124,0.1408,0.14,0.1346,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Samoa,WSM,..,..,0.3437,..,0.3805,0.4822,..,..,0.3409,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,San Marino,SMR,..,..,..,4.9206,5.1411,5.0774,6.1468,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sao Tome and Principe,STP,0.53,..,..,..,..,..,..,0.32,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Saudi Arabia,SAU,1.433,0.72,2.407,2.4633,2.4588,..,2.577,..,2.39,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Senegal,SEN,0.055,..,0.059,..,..,0.3103,..,0.2018,0.0692,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Serbia,SRB,..,..,2.4714,2.492,2.4913,2.4941,2.4649,..,3.125,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Seychelles,SYC,..,..,1.0941,1.1656,1.0076,..,..,..,0.9458,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sierra Leone,SLE,..,..,0.0211,0.025,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Singapore,SGP,1.266,..,1.738,1.7523,1.83,1.9286,2.041,..,2.3063,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Slovak Republic,SVK,..,3.2,..,..,..,3.3833,..,3.4414,2.4643,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Slovenia,SVN,1.99,2.17,2.4345,2.4939,2.5374,2.6214,2.7582,2.8099,2.9953,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Solomon Islands,SLB,..,..,0.224,0.202,0.1559,0.1899,..,..,0.1999,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Somalia,SOM,..,..,0.035,..,..,..,0.0229,..,..,..,..,..
