Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Botswana,BWA,39.4,50,38.4,38.9,36.8,34.8,34.5,33.2,32.3,30.8,30,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Brazil,BRA,52.5,30.4,16.7,16,15.4,14.9,14.5,14,14.6,13.2,12.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Brunei Darussalam,BRN,10.4,8.3,8,8.2,8.4,8.6,8.8,9.1,9.4,9.6,9.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bulgaria,BGR,14.6,14.3,9,8.6,8.2,7.7,7.3,6.9,6.5,6.2,5.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Burkina Faso,BFA,98.8,90.9,65.2,62.4,59.8,57.5,55.4,53.6,51.9,50.4,49,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Burundi,BDI,105.2,95.7,59.2,56.1,53.2,50.4,47.9,45.8,44,42.4,41,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cabo Verde,CPV,46.8,29.2,21.1,20.6,20,19.5,18.9,18.3,17.8,17.2,16.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cambodia,KHM,84.7,79.5,37.7,35,32.6,30.5,28.9,27.5,26.2,25.1,24,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cameroon,CMR,85.1,90.7,67.1,64.9,62.5,60,57.9,55.7,54,52.2,50.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Canada,CAN,6.8,5.3,4.9,4.8,4.8,4.7,4.7,4.6,4.5,4.4,4.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Central African Republic,CAF,116.9,111.2,101.4,99.3,97.2,95.6,93,90.7,88.3,86.5,84.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Chad,TCD,111.7,100.5,84.9,83.2,81.5,79.8,78.1,76.5,74.8,73.1,71.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Chile,CHL,16.1,9.2,7.4,7.3,7.2,7.1,6.9,6.7,6.5,6.3,6.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,China,CHN,42.1,30.1,13.6,12.6,11.6,10.8,10,9.2,8.5,7.9,7.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Colombia,COL,28.9,21.1,15.8,15.3,14.9,14.4,13.9,13.5,13.1,12.6,12.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Comoros,COM,88,73.2,63.8,62.3,60.7,58.9,57.4,56,54.4,52.8,51.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Congo, Dem. Rep.",COD,119.5,107.3,84.3,82.1,79.9,77.9,75.9,73.9,71.9,70,68.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Congo, Rep.",COG,58.9,72.5,43.3,42.2,41.4,40.7,39.8,38.9,38,37.1,36.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Costa Rica,CRI,14.2,11.1,8.7,8.6,8.4,8.2,8,7.8,7.7,7.6,7.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cote d'Ivoire,CIV,105.3,97.5,75.3,73.3,71,68.9,66.9,64.8,62.9,61,59.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Croatia,HRV,11.2,7.2,4.7,4.5,4.4,4.3,4.2,4.2,4.1,4,4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cuba,CUB,10.9,6.8,4.7,4.6,4.4,4.3,4.2,4.1,3.9,3.8,3.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cyprus,CYP,9.9,5.7,2.9,2.7,2.6,2.4,2.3,2.2,2.1,2,1.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Czech Republic,CZE,10.4,4.5,2.7,2.6,2.5,2.5,2.5,2.5,2.6,2.6,2.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Denmark,DNK,7.4,4.6,3.5,3.4,3.4,3.5,3.5,3.6,3.6,3.6,3.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Djibouti,DJI,91.9,80.1,62.4,60.7,59,57.4,55.8,54.2,52.6,51.2,49.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Dominica,DMA,13.2,12.7,19.1,20.8,22.7,24.9,27.2,29.4,31.1,32.2,32.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Dominican Republic,DOM,46.5,33.1,28.2,27.9,27.5,27.1,26.6,26,25.4,24.8,24.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ecuador,ECU,42.2,24.3,15.7,15,14.4,13.8,13.4,13,12.7,12.5,12.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Egypt, Arab Rep.",EGY,62.9,37.2,24.2,23.3,22.4,21.5,20.8,20,19.4,18.7,18.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,El Salvador,SLV,46.2,27.2,16.5,15.7,15,14.3,13.7,13.2,12.7,12.2,11.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Equatorial Guinea,GNQ,121.4,107.7,79.6,77.1,74.7,72.4,70.4,68.3,66.2,64.5,62.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Eritrea,ERI,93.6,56.3,39.2,38.1,37,36,35,34.1,33.1,32.2,31.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Estonia,EST,14,8.7,3.6,3.3,3.1,2.9,2.7,2.5,2.3,2.2,2.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Eswatini,SWZ,53.6,79.8,59.3,57.3,55.6,54,52.8,47.9,46.3,45.5,43,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ethiopia,ETH,120.1,87.8,54.8,52.3,50,47.8,45.7,43.8,42.1,40.6,39.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Fiji,FJI,24.4,19.3,20.2,20.2,20.3,20.4,20.6,20.8,21.1,21.4,21.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Finland,FIN,5.5,3.5,2.5,2.4,2.2,2.1,1.9,1.8,1.6,1.5,1.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,France,FRA,7.4,4.4,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Gabon,GAB,60.2,54.4,42.2,40.9,39.6,38.3,37.4,36.3,34.8,33.7,32.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Gambia, The",GMB,81.6,62.1,47.2,46.1,44.9,43.9,42.9,41.9,40.9,40,39,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Georgia,GEO,41,32.1,12.7,11.6,10.8,10.2,9.7,9.4,9.1,8.9,8.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Germany,DEU,7,4.4,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ghana,GHA,79.8,64.2,47.5,45.6,43.7,42,40.4,38.9,37.4,36.1,34.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Greece,GRC,9.2,5.5,3.3,3.3,3.4,3.5,3.6,3.8,3.8,3.7,3.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Grenada,GRD,18.1,13.3,12.6,12.7,12.9,13.1,13.3,13.5,13.7,13.8,13.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guatemala,GTM,59.3,40.6,28.8,27.8,26.8,25.9,25.1,24.3,23.5,22.8,22.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guinea,GIN,139.2,100.9,74.2,72.9,71.7,70.6,69.6,68.5,67.5,66.3,64.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guinea-Bissau,GNB,131.5,105.5,72.3,69.2,66.2,63.8,61.6,59.5,57.5,55.7,54,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guyana,GUY,46.5,37.1,30.6,30,29.4,28.8,28.1,27.4,26.6,25.9,25.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Haiti,HTI,100.1,74.2,85.6,57.9,56.8,55.7,54.5,53.3,52.1,50.8,49.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Honduras,HND,45,30.3,20,19.3,18.6,17.9,17.3,16.7,16.1,15.6,15.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Hungary,HUN,15.2,8.7,5.1,4.9,4.8,4.7,4.5,4.3,4.1,3.8,3.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Iceland,ISL,5.1,3.2,2,2,1.9,1.8,1.8,1.7,1.6,1.6,1.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,India,IND,88.6,66.6,45.1,43,40.9,38.9,36.9,35,33.2,31.5,29.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Indonesia,IDN,61.9,41.1,28.1,27.1,26.2,25.3,24.3,23.5,22.6,21.9,21.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Iran, Islamic Rep.",IRN,43.7,28.2,16.9,16.1,15.5,14.9,14.3,13.8,13.3,12.8,12.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Iraq,IRQ,42.1,35.5,28.6,27.8,27,26.2,25.4,24.6,23.9,23.2,22.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ireland,IRL,7.6,6,3.5,3.5,3.4,3.3,3.3,3.3,3.2,3.2,3.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Israel,ISR,9.7,5.6,3.7,3.5,3.4,3.3,3.2,3.1,3.1,3,3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Italy,ITA,8.4,4.7,3.4,3.3,3.2,3.1,3,2.9,2.8,2.7,2.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Jamaica,JAM,25.3,19,15.7,15.3,14.9,14.5,14.1,13.7,13.2,12.8,12.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Japan,JPN,4.6,3.3,2.4,2.3,2.2,2.1,2.1,2.1,1.9,1.9,1.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Jordan,JOR,29.6,22.7,17.4,16.9,16.5,16,15.6,15.2,14.8,14.3,13.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kazakhstan,KAZ,44.4,36.9,18.1,16.2,14.5,13,11.7,10.6,9.8,9.2,8.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kenya,KEN,67.7,63.7,38.6,37.4,36.8,35.8,34.7,33.3,32.4,31.8,30.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kiribati,KIR,69.1,53.8,49.4,48.6,47.8,46.7,45.6,44.6,43.5,42.4,41.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Korea, Dem. People’s Rep.",PRK,33.4,44.5,23.1,21.5,19.8,18.3,17,16,15.1,14.4,13.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Korea, Rep.",KOR,13.3,6.4,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8,2.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kuwait,KWT,15,10.6,8.9,8.6,8.2,7.9,7.6,7.3,7.1,6.9,6.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kyrgyz Republic,KGZ,53.9,42.2,26.1,24.5,23.1,22,20.9,19.9,18.9,17.9,16.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lao PDR,LAO,105.4,76.2,51.7,49.5,47.5,45.6,43.7,42,40.4,39,37.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Latvia,LVA,13.2,11.5,6.5,6.1,5.6,5.1,4.6,4.2,3.9,3.6,3.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lebanon,LBN,26.8,17,8.8,8.4,8,7.7,7.4,7.1,6.8,6.6,6.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lesotho,LSO,72,85.4,77.4,74.6,74,73,71.3,71.2,70.3,68.8,65.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Liberia,LBR,174.7,126,69.8,67.2,64.8,62.5,60.5,58.5,56.7,55,53.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Libya,LBY,35.5,24.2,14.3,13.9,12.9,12.4,11.9,11.4,11,10.6,10.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lithuania,LTU,11.9,8.5,4.8,4.4,4.2,4.1,4,4,3.8,3.6,3.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Luxembourg,LUX,7.2,3.9,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2,1.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Madagascar,MDG,97.4,68.6,46,44.7,43.6,42.6,41.6,40.8,39.9,39.1,38.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Malawi,MWI,139.2,100.4,55.4,51.8,48.4,45.2,42.3,40.3,38.3,36.8,35.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Malaysia,MYS,14.3,8.7,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.7,6.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Maldives,MDV,62.9,31.9,11.9,11.1,10.4,9.7,9.1,8.6,8.1,7.7,7.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mali,MLI,119.8,101.8,77.2,75.1,73,71,69.1,67.2,65.4,63.6,62,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Malta,MLT,10,6.7,5.9,6,6,6,6,6.1,6.1,6.1,6.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Marshall Islands,MHL,38.8,33,31.7,31.5,31.1,30.6,30.1,29.5,28.8,28.1,27.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mauritania,MRT,71.1,69.5,61.9,60.6,59.4,58.1,56.7,55.4,54.1,52.8,51.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mauritius,MUS,19.9,16.3,13.3,13.1,12.9,12.8,12.6,12.5,12.6,12.9,13.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mexico,MEX,35.9,22.2,14.9,14.5,14.1,13.7,13.2,12.7,12.2,11.6,11,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Micronesia, Fed. Sts.",FSM,43.2,41.9,32.3,31.4,30.5,29.6,28.8,28,27.3,26.4,25.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Moldova,MDA,27.5,26,14.8,14.6,14.4,14.3,14.1,14,13.9,13.8,13.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Monaco,MCO,6.3,4.2,3.3,3.2,3.1,3,3,2.9,2.8,2.7,2.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mongolia,MNG,76.9,48.8,22,20.2,18.8,17.7,16.7,15.9,15.2,14.6,14,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Montenegro,MNE,14.8,12.7,5.8,5.1,4.6,4,3.5,3.1,2.8,2.5,2.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Morocco,MAR,62.5,41.7,27.5,26.3,25.2,24,22.9,21.9,20.9,20.1,19.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mozambique,MOZ,160.6,113.4,72.3,68.5,65.7,63.1,61.2,59.3,57.5,55.5,54,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Myanmar,MMR,81.5,65,48.5,46.8,45.1,43.5,42,40.6,39.3,38,36.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Namibia,NAM,49.6,47.2,36.3,36.1,36.6,35.3,34.4,33.5,30.6,29.7,29,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nauru,NRU,46.1,33.6,31.7,31.3,30.7,30.1,29.5,28.7,28,27.2,26.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nepal,NPL,97.2,59.9,37.3,35.6,34,32.5,31.1,29.8,28.7,27.6,26.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Netherlands,NLD,6.8,5.1,3.8,3.7,3.6,3.5,3.5,3.4,3.4,3.3,3.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,New Zealand,NZL,9.1,6.1,5.1,5,5,5,5,4.9,4.9,4.8,4.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nicaragua,NIC,50.6,29.9,17.5,17,16.6,16.4,16.3,16.1,16,15.9,15.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Niger,NER,132.8,97.4,62.1,59.5,57.2,55.2,53.5,52,50.5,49.1,48,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nigeria,NGA,125.1,110.9,84.1,82.7,81.5,80.5,79.6,78.7,77.9,76.9,75.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,North Macedonia,MKD,32.9,14.1,9,8.8,9.2,9.9,10.5,10.8,10.5,9.7,8.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Norway,NOR,7,3.9,2.6,2.5,2.4,2.3,2.3,2.2,2.1,2.1,2.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Oman,OMN,31.6,14.2,10.1,9.9,9.8,9.7,9.7,9.7,9.7,9.8,9.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Pakistan,PAK,106.3,87.8,70.4,68.7,67,65.4,63.7,62.1,60.5,58.8,57.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Palau,PLW,29.6,25.7,21.3,20.7,20.1,19.4,18.9,18.3,17.7,17.1,16.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Panama,PAN,25.6,21.8,17,16.5,16,15.5,15,14.5,14,13.6,13.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Papua New Guinea,PNG,63.8,54.4,45.1,44.2,43.3,42.4,41.5,40.7,39.8,38.9,38,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Paraguay,PRY,36.3,27.9,21.9,21.3,20.7,20.1,19.5,18.9,18.4,17.8,17.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Peru,PER,56.9,29.6,15.6,14.9,14.3,13.7,13.1,12.5,12,11.5,11.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Philippines,PHL,40,28.8,25,24.7,24.4,24.2,24,23.7,23.4,22.9,22.5,..
